trip_id,car_name,vehicle_type,fuel_type,trip_category,distance_km,trip_duration_hr,avg_speed_kmph,base_mileage_kmpl,actual_mileage_kmpl,mileage_delta_kmpl,fuel_consumed_L,fuel_cost_usd,cost_per_km_usd,co2_emissions_kg,co2_per_km,relative_efficiency,efficiency_band
300,Hyundai Verna,Sedan,Hybrid,Long (200–400 km),200.95,2.28,88.26,23.2,25.34,2.14,7.93,9.55,0.0475,15.86,0.0789,1.0,Excellent
301,Jaguar XF,Luxury,Hybrid,Medium (50–200 km),80.54,0.93,86.54,17.6,16.71,-0.89,4.82,5.81,0.0721,9.64,0.1197,0.8889,Good
302,Mercedes C-Class,Luxury,Petrol,Long (200–400 km),365.23,5.92,61.72,10.59,11.0,0.41,33.21,42.01,0.115,76.715,0.21,0.5851,Average
303,Skoda Rapid,Sedan,Hybrid,Long (200–400 km),344.67,5.38,64.08,22.69,24.22,1.53,14.23,17.14,0.0497,28.46,0.0826,0.9558,Excellent
304,Audi A6,Luxury,Diesel,Long (200–400 km),353.98,3.06,115.54,11.9,10.83,-1.07,32.7,37.43,0.1057,87.636,0.2476,0.5759,Average
305,Audi A6,Luxury,Petrol,Very Long (>400 km),426.69,7.55,56.48,8.59,7.88,-0.71,54.15,68.5,0.1605,125.086,0.2932,0.4192,Poor
306,Lexus ES,Luxury,Hybrid,Medium (50–200 km),172.59,4.24,40.7,14.55,14.9,0.35,11.58,13.95,0.0808,23.16,0.1342,0.7929,Good
307,Maruti Alto,Hatchback,Petrol,Long (200–400 km),206.23,1.94,106.37,17.69,19.1,1.41,10.8,13.66,0.0662,24.948,0.121,0.6976,Average
308,Toyota Yaris,Sedan,Petrol,Long (200–400 km),344.78,4.99,69.07,15.23,14.0,-1.23,24.63,31.16,0.0904,56.895,0.165,0.5524,Average
309,Toyota Innova,MUV,Petrol,Long (200–400 km),387.35,3.39,114.35,12.33,13.1,0.77,29.56,37.4,0.0966,68.284,0.1763,0.6875,Average
310,Honda Brio,Hatchback,Hybrid,Long (200–400 km),211.58,3.56,59.38,23.69,25.19,1.5,8.4,10.12,0.0478,16.8,0.0794,0.9202,Excellent
311,Renault Triber,MUV,Petrol,Very Long (>400 km),488.78,6.96,70.18,13.57,12.8,-0.77,38.19,48.31,0.0988,88.219,0.1805,0.6715,Average
312,Kia Seltos,SUV,Petrol,Long (200–400 km),375.62,4.5,83.41,14.35,13.92,-0.43,26.98,34.13,0.0909,62.324,0.1659,0.6425,Average
313,Toyota Yaris,Sedan,Petrol,Long (200–400 km),311.94,4.13,75.57,15.97,15.22,-0.75,20.49,25.92,0.0831,47.332,0.1517,0.6008,Average
314,Honda City,Sedan,Petrol,Medium (50–200 km),100.65,1.47,68.38,14.45,14.74,0.29,6.83,8.64,0.0858,15.777,0.1568,0.5815,Average
315,Kia Seltos,SUV,Hybrid,Long (200–400 km),306.95,3.29,93.18,17.89,18.18,0.29,16.88,20.34,0.0663,33.76,0.11,0.8392,Good
316,Hyundai i20,Hatchback,Hybrid,Very Long (>400 km),468.31,9.28,50.48,22.05,20.81,-1.24,22.5,27.11,0.0579,45.0,0.0961,0.7604,Good
317,Hyundai Creta,SUV,Hybrid,Long (200–400 km),364.29,4.21,86.57,17.51,16.53,-0.98,22.04,26.55,0.0729,44.08,0.121,0.7628,Good
318,MG Hector,SUV,Diesel,Long (200–400 km),383.33,4.03,95.13,13.54,12.63,-0.91,30.36,34.75,0.0907,81.365,0.2123,0.5827,Average
319,Skoda Rapid,Sedan,Hybrid,Long (200–400 km),283.86,3.87,73.37,20.99,19.51,-1.48,14.55,17.53,0.0618,29.1,0.1025,0.7699,Good
320,Skoda Rapid,Sedan,Hybrid,Short (<50 km),46.21,0.39,117.75,19.11,19.1,-0.01,2.42,2.92,0.0632,4.84,0.1047,0.7535,Good
321,Tata Tiago,Hatchback,Diesel,Medium (50–200 km),166.35,3.0,55.41,21.36,23.07,1.71,7.21,8.25,0.0496,19.323,0.1162,0.8429,Good
322,Kia Carens,MUV,Diesel,Medium (50–200 km),116.68,2.86,40.76,16.9,18.46,1.56,6.32,7.23,0.062,16.938,0.1452,0.9686,Excellent
323,Kia Seltos,SUV,Diesel,Long (200–400 km),239.23,3.61,66.34,15.28,16.79,1.51,14.25,16.31,0.0682,38.19,0.1596,0.7748,Good
324,Maruti Ciaz,Sedan,Diesel,Very Long (>400 km),492.18,11.18,44.01,16.27,17.7,1.43,27.8,31.82,0.0647,74.504,0.1514,0.6987,Average
325,Kia Carens,MUV,Petrol,Long (200–400 km),387.62,8.37,46.34,12.13,13.33,1.2,29.07,36.78,0.0949,67.152,0.1732,0.6995,Average
326,Skoda Rapid,Sedan,Petrol,Long (200–400 km),310.83,4.19,74.27,13.94,15.4,1.46,20.18,25.53,0.0821,46.616,0.15,0.6078,Average
327,Toyota Innova,MUV,Diesel,Long (200–400 km),292.85,2.83,103.36,13.05,11.89,-1.16,24.62,28.18,0.0962,65.982,0.2253,0.624,Average
328,Toyota Innova,MUV,Diesel,Very Long (>400 km),449.09,6.72,66.87,15.55,15.2,-0.35,29.55,33.82,0.0753,79.194,0.1763,0.7973,Good
329,Toyota Innova,MUV,Diesel,Very Long (>400 km),480.26,9.34,51.43,15.74,15.49,-0.25,31.01,35.49,0.0739,83.107,0.173,0.8125,Good
330,Maruti Swift,Hatchback,Petrol,Very Long (>400 km),499.42,11.25,44.4,19.12,18.82,-0.3,26.53,33.56,0.0672,61.284,0.1227,0.6878,Average
331,Honda Brio,Hatchback,Hybrid,Long (200–400 km),265.02,4.37,60.7,23.65,24.56,0.91,10.79,13.0,0.0491,21.58,0.0814,0.8973,Good
332,Audi A6,Luxury,Diesel,Medium (50–200 km),144.18,2.13,67.78,11.21,10.59,-0.62,13.62,15.59,0.1081,36.502,0.2532,0.5632,Average
333,Mercedes C-Class,Luxury,Diesel,Very Long (>400 km),481.16,5.8,83.0,13.75,15.23,1.48,31.59,36.16,0.0752,84.661,0.176,0.8103,Good
334,Maruti Ciaz,Sedan,Hybrid,Long (200–400 km),371.92,3.11,119.63,22.82,23.83,1.01,15.61,18.81,0.0506,31.22,0.0839,0.9402,Excellent
335,MG Hector,SUV,Hybrid,Medium (50–200 km),66.55,1.5,44.46,17.67,19.07,1.4,3.49,4.2,0.0631,6.98,0.1049,0.8801,Good
336,Toyota Innova,MUV,Diesel,Medium (50–200 km),150.4,3.11,48.3,16.02,16.69,0.67,9.01,10.31,0.0686,24.147,0.1606,0.8757,Good
337,Hyundai Verna,Sedan,Petrol,Medium (50–200 km),198.07,1.95,101.77,16.34,17.5,1.16,11.32,14.32,0.0723,26.149,0.132,0.6905,Average
338,Maruti Alto,Hatchback,Petrol,Medium (50–200 km),135.03,3.17,42.59,16.73,17.31,0.58,7.8,9.87,0.0731,18.018,0.1334,0.6325,Average
339,Toyota Fortuner,SUV,Diesel,Very Long (>400 km),408.79,6.92,59.06,15.19,16.08,0.89,25.43,29.11,0.0712,68.152,0.1667,0.7419,Average
340,Tata Tiago,Hatchback,Diesel,Medium (50–200 km),109.0,2.0,54.57,19.04,18.99,-0.05,5.74,6.57,0.0603,15.383,0.1411,0.6938,Average
341,Hyundai Creta,SUV,Diesel,Long (200–400 km),293.22,2.68,109.44,14.62,14.38,-0.24,20.39,23.34,0.0796,54.645,0.1864,0.6637,Average
342,Skoda Rapid,Sedan,Hybrid,Long (200–400 km),239.79,3.35,71.56,20.72,19.31,-1.41,12.42,14.96,0.0624,24.84,0.1036,0.7619,Good
343,MG Hector,SUV,Hybrid,Long (200–400 km),351.26,3.28,107.0,17.75,18.4,0.65,19.09,23.0,0.0655,38.18,0.1087,0.8492,Good
344,Renault Triber,MUV,Diesel,Medium (50–200 km),130.55,2.69,48.51,13.8,12.96,-0.84,10.07,11.53,0.0883,26.988,0.2067,0.6801,Average
345,Maruti Alto,Hatchback,Petrol,Very Long (>400 km),475.29,4.91,96.89,18.74,20.79,2.05,22.86,28.92,0.0608,52.807,0.1111,0.7596,Good
346,Maruti Ertiga,MUV,Diesel,Long (200–400 km),233.46,2.71,86.12,15.57,14.2,-1.37,16.44,18.82,0.0806,44.059,0.1887,0.745,Average
347,Mahindra Marazzo,MUV,Petrol,Long (200–400 km),311.52,6.62,47.09,13.73,13.26,-0.47,23.5,29.73,0.0954,54.285,0.1743,0.6955,Average
348,Maruti Ciaz,Sedan,Diesel,Medium (50–200 km),121.27,1.13,107.33,19.93,22.01,2.08,5.51,6.31,0.052,14.767,0.1218,0.8685,Good
349,Maruti Ciaz,Sedan,Petrol,Very Long (>400 km),470.16,4.99,94.17,15.3,16.57,1.27,28.38,35.9,0.0764,65.558,0.1394,0.6538,Average
350,Lexus ES,Luxury,Petrol,Long (200–400 km),281.5,5.62,50.05,9.39,9.8,0.41,28.71,36.32,0.129,66.32,0.2356,0.5216,Poor
351,Hyundai i20,Hatchback,Diesel,Short (<50 km),23.55,0.29,80.73,21.04,22.64,1.6,1.04,1.19,0.0505,2.787,0.1183,0.8273,Good
352,Mahindra Marazzo,MUV,Diesel,Long (200–400 km),233.31,3.63,64.26,17.77,17.03,-0.74,13.7,15.68,0.0672,36.716,0.1574,0.8934,Good
353,Hyundai Creta,SUV,Hybrid,Long (200–400 km),393.31,3.62,108.67,16.34,15.29,-1.05,25.73,31.0,0.0788,51.46,0.1308,0.7055,Average
354,Hyundai Creta,SUV,Diesel,Short (<50 km),49.23,0.51,96.13,14.75,16.36,1.61,3.01,3.45,0.0701,8.067,0.1639,0.7548,Good
355,Mahindra Marazzo,MUV,Diesel,Very Long (>400 km),435.79,5.77,75.53,14.65,15.8,1.15,27.59,31.58,0.0725,73.941,0.1697,0.8287,Good
356,MG Hector,SUV,Hybrid,Long (200–400 km),368.97,3.87,95.43,19.08,17.39,-1.69,21.22,25.57,0.0693,42.44,0.115,0.8025,Good
357,Maruti Alto,Hatchback,Petrol,Long (200–400 km),275.11,3.59,76.64,18.31,18.7,0.39,14.71,18.61,0.0676,33.98,0.1235,0.6833,Average
358,Lexus ES,Luxury,Hybrid,Long (200–400 km),268.77,2.75,97.78,14.85,15.88,1.03,16.92,20.39,0.0759,33.84,0.1259,0.845,Good
359,Maruti Ciaz,Sedan,Diesel,Short (<50 km),44.56,0.76,58.63,18.57,18.57,0.0,2.4,2.75,0.0617,6.432,0.1443,0.7327,Average
360,Skoda Rapid,Sedan,Diesel,Medium (50–200 km),174.95,2.88,60.65,15.91,16.02,0.11,10.92,12.5,0.0714,29.266,0.1673,0.6322,Average
361,Honda Brio,Hatchback,Petrol,Medium (50–200 km),165.98,1.85,89.69,19.34,20.14,0.8,8.24,10.42,0.0628,19.034,0.1147,0.7359,Average
362,Toyota Innova,MUV,Petrol,Very Long (>400 km),420.48,4.88,86.19,12.75,12.39,-0.36,33.93,42.92,0.1021,78.378,0.1864,0.6502,Average
363,Hyundai Verna,Sedan,Hybrid,Long (200–400 km),326.7,7.02,46.52,19.76,20.02,0.26,16.32,19.66,0.0602,32.64,0.0999,0.79,Good
364,Skoda Rapid,Sedan,Hybrid,Very Long (>400 km),401.61,7.57,53.07,18.93,20.56,1.63,19.53,23.53,0.0586,39.06,0.0973,0.8115,Good
365,Toyota Fortuner,SUV,Diesel,Long (200–400 km),244.29,5.03,48.54,15.51,15.06,-0.45,16.22,18.57,0.076,43.47,0.1779,0.6951,Average
366,Lexus ES,Luxury,Hybrid,Medium (50–200 km),56.13,1.15,48.99,16.97,18.65,1.68,3.01,3.63,0.0647,6.02,0.1073,0.992,Excellent
367,Toyota Yaris,Sedan,Hybrid,Very Long (>400 km),472.63,5.32,88.83,19.82,18.58,-1.24,25.44,30.65,0.0648,50.88,0.1077,0.7331,Average
368,Toyota Yaris,Sedan,Hybrid,Very Long (>400 km),431.94,8.05,53.65,22.01,22.29,0.28,19.38,23.35,0.0541,38.76,0.0897,0.8795,Good
369,Hyundai Creta,SUV,Petrol,Very Long (>400 km),499.14,10.85,46.0,14.65,15.51,0.86,32.18,40.71,0.0816,74.336,0.1489,0.7159,Average
370,Hyundai Verna,Sedan,Hybrid,Very Long (>400 km),442.08,5.45,81.14,18.64,18.5,-0.14,23.9,28.8,0.0651,47.8,0.1081,0.7299,Average
371,Mahindra Marazzo,MUV,Petrol,Long (200–400 km),230.78,5.34,43.2,14.07,14.47,0.4,15.95,20.18,0.0874,36.844,0.1596,0.7591,Good
372,Hyundai Verna,Sedan,Diesel,Short (<50 km),46.45,0.63,74.15,18.51,18.65,0.14,2.49,2.85,0.0614,6.673,0.1437,0.7362,Average
373,Jaguar XF,Luxury,Hybrid,Long (200–400 km),211.02,1.84,114.52,15.85,16.37,0.52,12.89,15.53,0.0736,25.78,0.1222,0.8709,Good
374,Hyundai i20,Hatchback,Hybrid,Long (200–400 km),347.61,3.74,92.98,22.39,21.47,-0.92,16.19,19.51,0.0561,32.38,0.0932,0.7844,Good
375,Mahindra Marazzo,MUV,Diesel,Medium (50–200 km),69.21,1.69,40.95,14.58,15.69,1.11,4.41,5.05,0.073,11.819,0.1708,0.8234,Good
376,Mercedes C-Class,Luxury,Hybrid,Long (200–400 km),341.97,3.24,105.7,14.96,15.77,0.81,21.69,26.13,0.0764,43.38,0.1269,0.8387,Good
377,Tata Harrier,SUV,Diesel,Medium (50–200 km),188.93,2.5,75.69,15.36,14.84,-0.52,12.73,14.57,0.0771,34.116,0.1806,0.685,Average
378,Lexus ES,Luxury,Hybrid,Long (200–400 km),384.82,8.77,43.9,15.79,14.77,-1.02,26.05,31.39,0.0816,52.1,0.1354,0.7859,Good
379,Honda City,Sedan,Petrol,Medium (50–200 km),63.85,0.64,100.53,15.64,15.39,-0.25,4.15,5.25,0.0822,9.586,0.1501,0.6072,Average
380,Kia Carens,MUV,Diesel,Short (<50 km),47.36,0.54,87.02,13.95,13.05,-0.9,3.63,4.15,0.0876,9.728,0.2054,0.6845,Average
381,Kia Carens,MUV,Diesel,Medium (50–200 km),176.83,2.6,67.97,15.86,15.57,-0.29,11.36,13.0,0.0735,30.445,0.1722,0.8166,Good
382,BMW 5 Series,Luxury,Diesel,Long (200–400 km),320.31,3.7,86.46,11.76,11.22,-0.54,28.55,32.68,0.102,76.514,0.2389,0.5968,Average
383,Jaguar XF,Luxury,Diesel,Medium (50–200 km),156.22,1.64,95.51,10.82,11.26,0.44,13.87,15.88,0.1017,37.172,0.2379,0.5992,Average
384,Hyundai i20,Hatchback,Petrol,Long (200–400 km),266.16,3.95,67.46,18.1,18.74,0.64,14.2,17.96,0.0675,32.802,0.1232,0.6848,Average
385,Mercedes C-Class,Luxury,Diesel,Medium (50–200 km),53.98,0.58,92.83,12.47,11.73,-0.74,4.6,5.27,0.0976,12.328,0.2284,0.6243,Average
386,Jaguar XF,Luxury,Hybrid,Long (200–400 km),327.41,5.03,65.13,17.7,16.22,-1.48,20.19,24.33,0.0743,40.38,0.1233,0.8627,Good
387,Mahindra Marazzo,MUV,Petrol,Long (200–400 km),361.87,6.69,54.07,13.32,14.06,0.74,25.73,32.55,0.0899,59.436,0.1642,0.7379,Average
388,Toyota Innova,MUV,Petrol,Short (<50 km),27.03,0.24,113.69,14.66,13.38,-1.28,2.02,2.56,0.0947,4.666,0.1726,0.702,Average
389,Mahindra Marazzo,MUV,Diesel,Long (200–400 km),330.05,5.63,58.63,14.04,15.08,1.04,21.89,25.05,0.0759,58.665,0.1777,0.791,Good
390,Hyundai i20,Hatchback,Diesel,Medium (50–200 km),168.54,2.22,75.84,20.37,20.76,0.39,8.12,9.29,0.0551,21.762,0.1291,0.7583,Good
391,Honda City,Sedan,Hybrid,Medium (50–200 km),190.18,2.23,85.17,20.05,21.08,1.03,9.02,10.87,0.0572,18.04,0.0949,0.832,Good
392,Hyundai Creta,SUV,Hybrid,Medium (50–200 km),69.67,0.75,92.53,19.39,17.96,-1.43,3.88,4.67,0.067,7.76,0.1114,0.8287,Good
393,Renault Triber,MUV,Diesel,Medium (50–200 km),111.31,1.36,81.67,15.26,15.35,0.09,7.25,8.3,0.0746,19.43,0.1746,0.8055,Good
394,Hyundai Creta,SUV,Diesel,Long (200–400 km),295.8,3.64,81.18,12.37,12.34,-0.03,23.97,27.44,0.0928,64.24,0.2172,0.5695,Average
395,Audi A6,Luxury,Hybrid,Long (200–400 km),372.15,3.47,107.2,12.78,12.67,-0.11,29.38,35.4,0.0951,58.76,0.1579,0.6739,Average
396,Maruti Ertiga,MUV,Diesel,Medium (50–200 km),189.95,2.05,92.47,14.18,14.08,-0.1,13.49,15.44,0.0813,36.153,0.1903,0.7387,Average
397,Lexus ES,Luxury,Hybrid,Short (<50 km),38.72,0.51,76.45,12.11,11.22,-0.89,3.45,4.16,0.1074,6.9,0.1782,0.5971,Average
398,Hyundai Creta,SUV,Petrol,Medium (50–200 km),98.54,1.03,95.34,12.12,11.72,-0.4,8.41,10.64,0.108,19.427,0.1971,0.5408,Poor
399,Kia Seltos,SUV,Petrol,Medium (50–200 km),136.94,1.32,103.88,14.93,16.21,1.28,8.45,10.69,0.0781,19.52,0.1425,0.7479,Average
400,MG Hector,SUV,Hybrid,Long (200–400 km),322.7,4.34,74.41,19.55,19.8,0.25,16.3,19.64,0.0609,32.6,0.101,0.9137,Excellent
401,Kia Seltos,SUV,Petrol,Long (200–400 km),235.65,2.04,115.24,13.81,12.66,-1.15,18.61,23.54,0.0999,42.989,0.1824,0.5844,Average
402,Skoda Rapid,Sedan,Petrol,Medium (50–200 km),52.3,0.85,61.44,16.12,14.9,-1.22,3.51,4.44,0.0849,8.108,0.155,0.588,Average
403,Mercedes C-Class,Luxury,Diesel,Short (<50 km),33.5,0.48,70.03,12.88,12.55,-0.33,2.67,3.06,0.0913,7.156,0.2136,0.6675,Average
404,Tata Tiago,Hatchback,Petrol,Long (200–400 km),333.09,4.6,72.42,19.12,18.76,-0.36,17.76,22.47,0.0675,41.026,0.1232,0.6852,Average
405,Jaguar XF,Luxury,Diesel,Very Long (>400 km),413.44,3.45,119.95,13.64,14.47,0.83,28.57,32.7,0.0791,76.568,0.1852,0.7698,Good
406,Renault Triber,MUV,Petrol,Medium (50–200 km),133.66,2.86,46.72,13.65,12.95,-0.7,10.32,13.06,0.0977,23.839,0.1784,0.6795,Average
407,Lexus ES,Luxury,Diesel,Very Long (>400 km),482.89,9.09,53.1,13.95,14.54,0.59,33.22,38.02,0.0787,89.03,0.1844,0.7733,Good
408,Honda City,Sedan,Petrol,Medium (50–200 km),145.12,3.06,47.4,17.08,17.42,0.34,8.33,10.54,0.0726,19.242,0.1326,0.6875,Average
409,Tata Harrier,SUV,Diesel,Medium (50–200 km),99.94,0.84,118.89,14.06,13.2,-0.86,7.57,8.66,0.0867,20.288,0.203,0.6093,Average
410,Maruti Swift,Hatchback,Diesel,Long (200–400 km),335.82,3.42,98.2,18.28,17.29,-0.99,19.42,22.23,0.0662,52.046,0.155,0.6318,Average
411,Hyundai Verna,Sedan,Petrol,Medium (50–200 km),50.33,0.57,88.89,17.21,15.68,-1.53,3.21,4.06,0.0807,7.415,0.1473,0.6187,Average
412,Tata Tiago,Hatchback,Diesel,Very Long (>400 km),498.19,6.39,77.96,20.55,19.32,-1.23,25.78,29.51,0.0592,69.09,0.1387,0.706,Average
413,Mercedes C-Class,Luxury,Diesel,Very Long (>400 km),447.69,4.26,105.09,13.19,12.64,-0.55,35.41,40.53,0.0905,94.899,0.212,0.6726,Average
414,Kia Seltos,SUV,Hybrid,Medium (50–200 km),89.27,1.88,47.48,19.55,21.67,2.12,4.12,4.96,0.0556,8.24,0.0923,1.0,Excellent
415,Audi A6,Luxury,Hybrid,Long (200–400 km),373.3,5.69,65.6,14.7,14.68,-0.02,25.43,30.64,0.0821,50.86,0.1362,0.7809,Good
416,Maruti Alto,Hatchback,Hybrid,Long (200–400 km),364.34,3.91,93.15,24.8,25.6,0.8,14.23,17.14,0.047,28.46,0.0781,0.9354,Excellent
417,Kia Seltos,SUV,Hybrid,Long (200–400 km),228.94,2.79,82.01,19.73,20.98,1.25,10.91,13.14,0.0574,21.82,0.0953,0.9685,Excellent
418,BMW 5 Series,Luxury,Hybrid,Long (200–400 km),232.49,2.36,98.58,16.48,17.4,0.92,13.36,16.1,0.0693,26.72,0.1149,0.9258,Excellent
419,Toyota Yaris,Sedan,Petrol,Very Long (>400 km),418.37,5.71,73.25,15.2,15.97,0.77,26.19,33.13,0.0792,60.499,0.1446,0.6304,Average
420,BMW 5 Series,Luxury,Petrol,Long (200–400 km),254.19,4.51,56.34,10.16,9.91,-0.25,25.64,32.44,0.1276,59.228,0.233,0.5274,Poor
421,BMW 5 Series,Luxury,Hybrid,Medium (50–200 km),82.72,1.31,63.28,15.04,14.02,-1.02,5.9,7.11,0.086,11.8,0.1426,0.7459,Average
422,Hyundai Verna,Sedan,Diesel,Long (200–400 km),301.39,3.8,79.39,15.0,15.99,0.99,18.85,21.58,0.0716,50.518,0.1676,0.631,Average
423,Mercedes C-Class,Luxury,Diesel,Long (200–400 km),275.87,3.05,90.52,13.66,13.54,-0.12,20.37,23.32,0.0845,54.592,0.1979,0.7205,Average
424,Honda City,Sedan,Petrol,Medium (50–200 km),107.18,1.67,64.19,16.11,17.72,1.61,6.05,7.65,0.0714,13.976,0.1304,0.6991,Average
425,Maruti Ertiga,MUV,Diesel,Long (200–400 km),361.0,4.91,73.51,17.27,17.21,-0.06,20.98,24.01,0.0665,56.226,0.1558,0.9027,Excellent
426,Honda City,Sedan,Hybrid,Long (200–400 km),363.15,4.88,74.39,22.66,23.58,0.92,15.4,18.55,0.0511,30.8,0.0848,0.9306,Excellent
427,Toyota Innova,MUV,Petrol,Long (200–400 km),364.43,3.57,102.15,14.86,14.36,-0.5,25.38,32.11,0.0881,58.628,0.1609,0.7533,Good
428,BMW 5 Series,Luxury,Diesel,Medium (50–200 km),178.84,2.99,59.86,10.4,9.48,-0.92,18.87,21.6,0.1208,50.572,0.2828,0.5042,Poor
429,Kia Seltos,SUV,Diesel,Medium (50–200 km),121.8,2.06,59.12,14.93,15.62,0.69,7.8,8.93,0.0733,20.904,0.1716,0.7207,Average
430,Mahindra Marazzo,MUV,Petrol,Medium (50–200 km),195.73,4.05,48.29,11.94,11.47,-0.47,17.06,21.58,0.1103,39.409,0.2013,0.6019,Average
431,Kia Seltos,SUV,Diesel,Long (200–400 km),346.52,3.27,106.04,13.08,14.07,0.99,24.63,28.19,0.0814,66.008,0.1905,0.6493,Average
432,Hyundai Creta,SUV,Diesel,Short (<50 km),35.13,0.71,49.73,15.16,14.76,-0.4,2.38,2.72,0.0774,6.378,0.1816,0.6812,Average
433,Toyota Yaris,Sedan,Petrol,Very Long (>400 km),409.25,5.68,72.03,16.12,14.8,-1.32,27.66,34.99,0.0855,63.895,0.1561,0.5839,Average
434,Toyota Innova,MUV,Diesel,Very Long (>400 km),455.73,9.7,46.99,13.4,12.33,-1.07,36.97,42.32,0.0929,99.08,0.2174,0.6467,Average
435,Kia Carens,MUV,Petrol,Medium (50–200 km),158.79,1.37,116.18,14.17,15.57,1.4,10.2,12.9,0.0812,23.562,0.1484,0.8167,Good
436,Maruti Swift,Hatchback,Diesel,Medium (50–200 km),151.3,2.1,71.97,20.15,18.38,-1.77,8.23,9.42,0.0623,22.056,0.1458,0.6716,Average
437,Toyota Innova,MUV,Petrol,Short (<50 km),26.73,0.31,85.35,13.01,11.99,-1.02,2.23,2.82,0.1055,5.151,0.1927,0.6289,Average
438,Jaguar XF,Luxury,Petrol,Long (200–400 km),280.17,3.65,76.77,9.37,9.37,0.0,29.9,37.83,0.135,69.069,0.2465,0.4985,Poor
439,Toyota Innova,MUV,Diesel,Long (200–400 km),387.27,4.91,78.82,13.63,14.66,1.03,26.42,30.24,0.0781,70.806,0.1828,0.769,Good
440,Honda Brio,Hatchback,Petrol,Medium (50–200 km),122.26,1.38,88.62,15.86,17.29,1.43,7.07,8.94,0.0731,16.332,0.1336,0.6318,Average
441,Toyota Fortuner,SUV,Diesel,Short (<50 km),35.04,0.71,49.56,12.29,12.0,-0.29,2.92,3.34,0.0953,7.826,0.2233,0.5538,Average
442,Toyota Innova,MUV,Petrol,Medium (50–200 km),83.59,1.0,83.75,11.83,11.72,-0.11,7.13,9.02,0.1079,16.47,0.197,0.6151,Average
443,Honda City,Sedan,Petrol,Medium (50–200 km),67.63,1.43,47.26,17.27,18.13,0.86,3.73,4.72,0.0698,8.616,0.1274,0.7155,Average
444,Maruti Ertiga,MUV,Petrol,Long (200–400 km),319.11,4.66,68.49,11.41,10.78,-0.63,29.59,37.43,0.1173,68.353,0.2142,0.5658,Average
445,Toyota Innova,MUV,Petrol,Long (200–400 km),386.31,3.71,104.18,13.56,13.88,0.32,27.84,35.22,0.0912,64.31,0.1665,0.728,Average
446,Mahindra Marazzo,MUV,Diesel,Medium (50–200 km),97.21,1.01,96.03,13.22,12.58,-0.64,7.73,8.85,0.091,20.716,0.2131,0.6598,Average
447,Maruti Swift,Hatchback,Petrol,Long (200–400 km),247.78,3.6,68.92,19.07,19.63,0.56,12.62,15.97,0.0645,29.152,0.1177,0.7173,Average
448,Lexus ES,Luxury,Diesel,Very Long (>400 km),406.62,6.06,67.09,13.39,14.7,1.31,27.66,31.66,0.0779,74.129,0.1823,0.7821,Good
449,Toyota Yaris,Sedan,Petrol,Long (200–400 km),368.51,3.25,113.42,14.67,13.56,-1.11,27.18,34.38,0.0933,62.786,0.1704,0.535,Poor
450,Jaguar XF,Luxury,Diesel,Very Long (>400 km),489.6,4.81,101.85,11.34,12.3,0.96,39.79,45.54,0.093,106.637,0.2178,0.6546,Average
