trip_id,car_name,vehicle_type,fuel_type,trip_category,distance_km,trip_duration_hr,avg_speed_kmph,base_mileage_kmpl,actual_mileage_kmpl,mileage_delta_kmpl,fuel_consumed_L,fuel_cost_usd,cost_per_km_usd,co2_emissions_kg,co2_per_km,relative_efficiency,efficiency_band
451,Honda City,Sedan,Petrol,Short (<50 km),36.88,0.56,65.85,15.3,15.18,-0.12,2.43,3.07,0.0832,5.613,0.1522,0.5989,Average
452,Maruti Ertiga,MUV,Petrol,Medium (50–200 km),177.8,2.86,62.25,12.79,13.65,0.86,13.03,16.48,0.0927,30.099,0.1693,0.7159,Average
453,MG Hector,SUV,Petrol,Long (200–400 km),338.74,5.74,59.0,11.03,11.06,0.03,30.64,38.76,0.1144,70.778,0.2089,0.5102,Poor
454,Honda Brio,Hatchback,Hybrid,Long (200–400 km),376.16,8.51,44.18,22.82,21.31,-1.51,17.65,21.27,0.0565,35.3,0.0938,0.7786,Good
455,Hyundai Verna,Sedan,Diesel,Long (200–400 km),225.86,4.1,55.12,15.92,16.64,0.72,13.57,15.53,0.0688,36.368,0.161,0.6568,Average
456,Hyundai i20,Hatchback,Diesel,Medium (50–200 km),114.07,0.99,115.5,19.97,18.22,-1.75,6.26,7.17,0.0629,16.777,0.1471,0.6657,Average
457,Hyundai i20,Hatchback,Hybrid,Medium (50–200 km),81.07,0.72,113.18,24.62,24.64,0.02,3.29,3.96,0.0488,6.58,0.0812,0.9003,Excellent
458,Tata Harrier,SUV,Diesel,Medium (50–200 km),117.0,2.4,48.81,14.69,15.04,0.35,7.78,8.9,0.0761,20.85,0.1782,0.6941,Average
459,MG Hector,SUV,Hybrid,Long (200–400 km),369.22,7.5,49.21,19.33,18.99,-0.34,19.44,23.42,0.0634,38.88,0.1053,0.8766,Good
460,Toyota Fortuner,SUV,Petrol,Long (200–400 km),279.04,6.04,46.2,11.0,12.18,1.18,22.91,28.98,0.1039,52.922,0.1897,0.5621,Average
461,Mahindra Marazzo,MUV,Diesel,Very Long (>400 km),404.88,5.24,77.31,16.5,16.97,0.47,23.86,27.31,0.0675,63.945,0.1579,0.8902,Good
462,Kia Seltos,SUV,Petrol,Medium (50–200 km),100.7,1.24,80.98,10.59,10.62,0.03,9.48,11.99,0.1191,21.899,0.2175,0.4902,Poor
463,MG Hector,SUV,Petrol,Long (200–400 km),279.3,6.34,44.03,14.73,16.14,1.41,17.3,21.89,0.0784,39.963,0.1431,0.7451,Average
464,Kia Carens,MUV,Petrol,Long (200–400 km),377.9,3.16,119.65,11.13,10.77,-0.36,35.08,44.38,0.1174,81.035,0.2144,0.5652,Average
465,Lexus ES,Luxury,Diesel,Medium (50–200 km),142.24,1.8,79.12,12.92,13.16,0.24,10.81,12.37,0.087,28.971,0.2037,0.7,Average
466,Kia Seltos,SUV,Hybrid,Medium (50–200 km),165.26,2.15,76.8,15.28,15.98,0.7,10.34,12.46,0.0754,20.68,0.1251,0.7376,Average
467,Tata Tiago,Hatchback,Hybrid,Very Long (>400 km),443.56,5.17,85.73,20.8,21.52,0.72,20.61,24.83,0.056,41.22,0.0929,0.7863,Good
468,Jaguar XF,Luxury,Petrol,Long (200–400 km),206.97,3.49,59.29,10.0,11.07,1.07,18.7,23.66,0.1143,43.197,0.2087,0.5888,Average
469,Toyota Fortuner,SUV,Diesel,Medium (50–200 km),68.45,1.22,55.92,13.03,11.84,-1.19,5.78,6.62,0.0967,15.49,0.2263,0.5466,Poor
470,Hyundai Creta,SUV,Diesel,Very Long (>400 km),461.9,9.73,47.49,12.62,11.57,-1.05,39.92,45.69,0.0989,106.986,0.2316,0.534,Poor
471,Maruti Ertiga,MUV,Petrol,Long (200–400 km),270.42,4.43,61.01,12.61,11.97,-0.64,22.59,28.58,0.1057,52.183,0.193,0.628,Average
472,Hyundai Verna,Sedan,Hybrid,Long (200–400 km),398.69,4.22,94.54,20.36,18.9,-1.46,21.1,25.42,0.0638,42.2,0.1058,0.7457,Average
473,BMW 5 Series,Luxury,Hybrid,Very Long (>400 km),405.52,7.76,52.27,17.59,18.07,0.48,22.44,27.04,0.0667,44.88,0.1107,0.9614,Excellent
474,Skoda Rapid,Sedan,Petrol,Very Long (>400 km),408.5,5.81,70.34,16.9,18.59,1.69,21.98,27.81,0.0681,50.774,0.1243,0.7334,Average
475,Mercedes C-Class,Luxury,Diesel,Long (200–400 km),394.73,5.54,71.22,13.82,13.61,-0.21,29.0,33.19,0.0841,77.72,0.1969,0.7241,Average
476,Maruti Ertiga,MUV,Petrol,Very Long (>400 km),486.6,9.23,52.73,13.22,13.61,0.39,35.74,45.21,0.0929,82.559,0.1697,0.7143,Average
477,Toyota Fortuner,SUV,Hybrid,Medium (50–200 km),123.45,2.14,57.69,19.47,18.62,-0.85,6.63,7.99,0.0647,13.26,0.1074,0.8593,Good
478,Honda Brio,Hatchback,Hybrid,Very Long (>400 km),402.76,4.13,97.61,23.03,25.11,2.08,16.04,19.33,0.048,32.08,0.0797,0.9174,Excellent
479,Tata Harrier,SUV,Hybrid,Short (<50 km),28.68,0.4,72.03,15.87,15.67,-0.2,1.83,2.2,0.0767,3.66,0.1276,0.7233,Average
480,Toyota Innova,MUV,Petrol,Very Long (>400 km),443.76,5.7,77.84,13.69,13.64,-0.05,32.54,41.17,0.0928,75.167,0.1694,0.7155,Average
481,Mercedes C-Class,Luxury,Petrol,Short (<50 km),44.41,0.41,109.08,9.85,10.16,0.31,4.37,5.53,0.1245,10.095,0.2273,0.5406,Poor
482,Maruti Ertiga,MUV,Petrol,Very Long (>400 km),465.62,10.29,45.25,14.76,14.62,-0.14,31.85,40.29,0.0865,73.574,0.158,0.767,Good
483,Skoda Rapid,Sedan,Hybrid,Long (200–400 km),311.26,2.88,107.96,23.43,23.23,-0.2,13.4,16.14,0.0519,26.8,0.0861,0.9167,Excellent
484,BMW 5 Series,Luxury,Hybrid,Long (200–400 km),362.53,6.41,56.6,15.05,14.85,-0.2,24.41,29.41,0.0811,48.82,0.1347,0.7901,Good
485,BMW 5 Series,Luxury,Petrol,Medium (50–200 km),60.87,0.95,64.24,9.73,9.28,-0.45,6.56,8.3,0.1364,15.154,0.249,0.4936,Poor
486,Skoda Rapid,Sedan,Hybrid,Long (200–400 km),355.2,5.59,63.5,23.03,22.26,-0.77,15.96,19.23,0.0541,31.92,0.0899,0.8783,Good
487,Maruti Ciaz,Sedan,Diesel,Long (200–400 km),322.97,6.08,53.09,15.09,14.89,-0.2,21.69,24.83,0.0769,58.129,0.18,0.5876,Average
488,Mercedes C-Class,Luxury,Hybrid,Long (200–400 km),272.45,2.6,104.7,12.08,12.42,0.34,21.93,26.42,0.097,43.86,0.161,0.6609,Average
489,Toyota Innova,MUV,Diesel,Medium (50–200 km),184.25,3.32,55.56,14.35,14.17,-0.18,13.0,14.88,0.0808,34.84,0.1891,0.7436,Average
490,Maruti Ciaz,Sedan,Petrol,Long (200–400 km),264.56,3.16,83.66,13.42,13.81,0.39,19.16,24.24,0.0916,44.26,0.1673,0.5449,Poor
491,Maruti Ciaz,Sedan,Petrol,Long (200–400 km),347.65,3.17,109.72,17.75,18.74,0.99,18.55,23.47,0.0675,42.85,0.1233,0.7396,Average
492,Maruti Alto,Hatchback,Hybrid,Long (200–400 km),264.18,4.44,59.45,21.93,20.9,-1.03,12.64,15.23,0.0577,25.28,0.0957,0.7636,Good
493,Maruti Alto,Hatchback,Diesel,Medium (50–200 km),138.78,1.51,91.62,19.84,19.25,-0.59,7.21,8.25,0.0594,19.323,0.1392,0.7032,Average
494,Toyota Fortuner,SUV,Hybrid,Very Long (>400 km),490.4,5.59,87.7,17.09,16.4,-0.69,29.9,36.02,0.0735,59.8,0.1219,0.757,Good
495,Tata Harrier,SUV,Hybrid,Long (200–400 km),293.23,2.58,113.66,17.59,16.09,-1.5,18.23,21.96,0.0749,36.46,0.1243,0.7424,Average
496,Honda Brio,Hatchback,Petrol,Long (200–400 km),343.33,7.6,45.19,19.6,19.73,0.13,17.4,22.01,0.0641,40.194,0.1171,0.7209,Average
497,Honda Brio,Hatchback,Diesel,Medium (50–200 km),143.32,1.38,104.06,19.88,19.37,-0.51,7.4,8.47,0.0591,19.832,0.1384,0.7076,Average
498,Maruti Swift,Hatchback,Diesel,Medium (50–200 km),112.49,1.27,88.51,20.66,19.95,-0.71,5.64,6.46,0.0574,15.115,0.1344,0.7287,Average
499,Honda Brio,Hatchback,Petrol,Very Long (>400 km),417.25,3.55,117.43,18.59,17.25,-1.34,24.19,30.6,0.0733,55.879,0.1339,0.6302,Average
500,BMW 5 Series,Luxury,Petrol,Long (200–400 km),329.89,2.96,111.36,10.12,9.67,-0.45,34.11,43.15,0.1308,78.794,0.2388,0.5145,Poor
501,Toyota Fortuner,SUV,Diesel,Very Long (>400 km),419.93,5.66,74.14,14.97,14.54,-0.43,28.88,33.06,0.0787,77.398,0.1843,0.6711,Average
502,Toyota Innova,MUV,Petrol,Very Long (>400 km),495.51,7.96,62.23,13.54,13.54,0.0,36.6,46.3,0.0934,84.546,0.1706,0.7103,Average
503,Mahindra Marazzo,MUV,Diesel,Very Long (>400 km),402.22,4.64,86.65,15.2,13.92,-1.28,28.89,33.07,0.0822,77.425,0.1925,0.7304,Average
504,Toyota Fortuner,SUV,Diesel,Very Long (>400 km),471.53,10.76,43.82,13.65,14.07,0.42,33.51,38.35,0.0813,89.807,0.1905,0.6494,Average
505,Toyota Innova,MUV,Petrol,Medium (50–200 km),169.28,1.53,110.87,12.58,11.93,-0.65,14.19,17.95,0.106,32.779,0.1936,0.6259,Average
506,Hyundai Verna,Sedan,Hybrid,Very Long (>400 km),445.97,8.75,50.98,21.54,22.27,0.73,20.03,24.13,0.0541,40.06,0.0898,0.8786,Good
507,Maruti Swift,Hatchback,Diesel,Medium (50–200 km),148.78,1.7,87.26,20.92,20.02,-0.9,7.43,8.5,0.0571,19.912,0.1338,0.7316,Average
508,MG Hector,SUV,Diesel,Medium (50–200 km),56.26,0.63,89.43,15.53,15.04,-0.49,3.74,4.28,0.0761,10.023,0.1782,0.6943,Average
509,Tata Tiago,Hatchback,Diesel,Long (200–400 km),335.27,6.0,55.86,18.5,19.92,1.42,16.83,19.26,0.0574,45.104,0.1345,0.7278,Average
510,Honda City,Sedan,Hybrid,Medium (50–200 km),50.53,0.6,84.14,22.36,20.97,-1.39,2.41,2.9,0.0574,4.82,0.0954,0.8274,Good
511,Honda City,Sedan,Petrol,Long (200–400 km),366.19,6.27,58.43,13.16,12.69,-0.47,28.85,36.5,0.0997,66.644,0.182,0.5009,Poor
512,Hyundai i20,Hatchback,Diesel,Long (200–400 km),253.64,2.64,96.19,21.8,20.36,-1.44,12.46,14.26,0.0562,33.393,0.1317,0.7437,Average
513,Hyundai Creta,SUV,Hybrid,Long (200–400 km),387.85,4.19,92.64,16.31,15.32,-0.99,25.32,30.51,0.0787,50.64,0.1306,0.707,Average
514,Kia Seltos,SUV,Petrol,Long (200–400 km),381.81,4.25,89.76,13.57,13.46,-0.11,28.36,35.88,0.094,65.512,0.1716,0.6213,Average
515,Mahindra Marazzo,MUV,Petrol,Long (200–400 km),251.6,2.8,89.81,13.91,15.43,1.52,16.31,20.63,0.082,37.676,0.1497,0.8093,Good
516,Honda City,Sedan,Hybrid,Medium (50–200 km),152.94,3.38,45.26,20.97,20.15,-0.82,7.59,9.14,0.0598,15.18,0.0993,0.7952,Good
517,Honda Brio,Hatchback,Petrol,Very Long (>400 km),447.83,6.14,72.91,19.83,21.35,1.52,20.98,26.54,0.0593,48.464,0.1082,0.7798,Good
518,Honda City,Sedan,Petrol,Very Long (>400 km),492.03,4.59,107.29,17.81,19.63,1.82,25.06,31.7,0.0644,57.889,0.1177,0.7748,Good
519,MG Hector,SUV,Hybrid,Very Long (>400 km),459.27,4.24,108.36,16.43,15.85,-0.58,28.97,34.9,0.076,57.94,0.1262,0.7317,Average
520,Honda Brio,Hatchback,Diesel,Medium (50–200 km),131.79,1.22,107.63,21.2,20.28,-0.92,6.5,7.44,0.0565,17.42,0.1322,0.7407,Average
521,Maruti Alto,Hatchback,Hybrid,Medium (50–200 km),121.66,1.18,103.4,23.69,25.29,1.6,4.81,5.8,0.0477,9.62,0.0791,0.9241,Excellent
522,Jaguar XF,Luxury,Petrol,Long (200–400 km),373.02,8.04,46.4,11.99,12.34,0.35,30.23,38.24,0.1025,69.831,0.1872,0.6564,Average
523,Audi A6,Luxury,Diesel,Very Long (>400 km),464.57,11.41,40.73,10.93,11.95,1.02,38.89,44.51,0.0958,104.225,0.2243,0.6355,Average
524,Tata Harrier,SUV,Diesel,Long (200–400 km),240.77,2.72,88.56,14.0,14.93,0.93,16.13,18.46,0.0767,43.228,0.1795,0.6889,Average
525,Maruti Alto,Hatchback,Petrol,Long (200–400 km),269.13,2.27,118.34,19.84,19.09,-0.75,14.1,17.84,0.0663,32.571,0.121,0.6973,Average
526,Hyundai i20,Hatchback,Hybrid,Long (200–400 km),232.19,3.48,66.73,21.2,21.11,-0.09,11.0,13.25,0.0571,22.0,0.0947,0.7712,Good
527,Maruti Ertiga,MUV,Petrol,Short (<50 km),32.43,0.52,62.82,11.03,10.92,-0.11,2.97,3.76,0.1159,6.861,0.2116,0.5729,Average
528,BMW 5 Series,Luxury,Petrol,Medium (50–200 km),175.29,3.2,54.71,11.53,11.35,-0.18,15.44,19.53,0.1114,35.666,0.2035,0.604,Average
529,Lexus ES,Luxury,Diesel,Long (200–400 km),334.88,4.98,67.29,12.79,12.19,-0.6,27.48,31.45,0.0939,73.646,0.2199,0.6483,Average
530,Renault Triber,MUV,Petrol,Long (200–400 km),325.67,2.76,117.98,11.31,10.62,-0.69,30.66,38.79,0.1191,70.825,0.2175,0.5573,Average
531,Mahindra Marazzo,MUV,Petrol,Very Long (>400 km),443.22,3.84,115.35,12.48,11.91,-0.57,37.21,47.07,0.1062,85.955,0.1939,0.6249,Average
532,Toyota Innova,MUV,Diesel,Long (200–400 km),245.94,5.6,43.93,16.35,17.42,1.07,14.12,16.16,0.0657,37.842,0.1539,0.9138,Excellent
533,Tata Harrier,SUV,Petrol,Long (200–400 km),204.33,1.89,108.35,12.27,11.69,-0.58,17.48,22.11,0.1082,40.379,0.1976,0.5395,Poor
534,Mahindra Marazzo,MUV,Diesel,Long (200–400 km),299.16,3.62,82.68,16.85,16.53,-0.32,18.1,20.72,0.0693,48.508,0.1621,0.8671,Good
535,Toyota Innova,MUV,Diesel,Long (200–400 km),247.87,4.09,60.67,17.04,16.01,-1.03,15.48,17.72,0.0715,41.486,0.1674,0.8401,Good
536,Mahindra Marazzo,MUV,Diesel,Long (200–400 km),386.77,6.46,59.82,16.91,18.64,1.73,20.75,23.75,0.0614,55.61,0.1438,0.9779,Excellent
537,Honda City,Sedan,Diesel,Medium (50–200 km),198.21,2.47,80.14,18.31,17.53,-0.78,11.31,12.95,0.0653,30.311,0.1529,0.6916,Average
538,Mercedes C-Class,Luxury,Diesel,Long (200–400 km),388.24,3.3,117.82,11.94,12.48,0.54,31.12,35.62,0.0917,83.402,0.2148,0.6637,Average
539,Tata Harrier,SUV,Diesel,Very Long (>400 km),412.54,4.91,83.95,14.97,13.79,-1.18,29.92,34.25,0.083,80.186,0.1944,0.6364,Average
540,Maruti Swift,Hatchback,Diesel,Very Long (>400 km),455.3,5.23,86.99,18.28,19.93,1.65,22.84,26.14,0.0574,61.211,0.1344,0.7283,Average
541,Mahindra Marazzo,MUV,Diesel,Long (200–400 km),308.95,3.23,95.8,16.78,18.28,1.5,16.9,19.34,0.0626,45.292,0.1466,0.9591,Excellent
542,MG Hector,SUV,Hybrid,Very Long (>400 km),450.2,4.75,94.86,16.32,15.22,-1.1,29.57,35.63,0.0791,59.14,0.1314,0.7027,Average
543,Hyundai Verna,Sedan,Diesel,Medium (50–200 km),134.9,1.84,73.44,16.6,17.47,0.87,7.72,8.84,0.0655,20.69,0.1534,0.6896,Average
544,Hyundai Verna,Sedan,Petrol,Medium (50–200 km),192.32,1.84,104.67,14.48,14.82,0.34,12.98,16.42,0.0854,29.984,0.1559,0.5847,Average
545,Jaguar XF,Luxury,Hybrid,Medium (50–200 km),179.36,1.8,99.56,13.83,14.87,1.04,12.06,14.53,0.081,24.12,0.1345,0.7912,Good
546,Tata Tiago,Hatchback,Diesel,Medium (50–200 km),50.36,1.0,50.54,21.49,20.06,-1.43,2.51,2.87,0.057,6.727,0.1336,0.733,Average
547,BMW 5 Series,Luxury,Diesel,Medium (50–200 km),131.93,1.21,109.15,12.22,12.71,0.49,10.38,11.88,0.09,27.818,0.2109,0.6762,Average
548,Mercedes C-Class,Luxury,Petrol,Medium (50–200 km),188.82,2.26,83.48,8.06,8.82,0.76,21.41,27.08,0.1434,49.457,0.2619,0.4692,Poor
549,Kia Seltos,SUV,Diesel,Very Long (>400 km),405.54,4.77,84.95,12.87,12.28,-0.59,33.03,37.81,0.0932,88.52,0.2183,0.5667,Average
550,Kia Seltos,SUV,Petrol,Long (200–400 km),203.59,3.16,64.36,11.78,13.02,1.24,15.64,19.79,0.0972,36.128,0.1775,0.6008,Average
551,Maruti Ertiga,MUV,Petrol,Very Long (>400 km),428.61,4.13,103.88,12.21,12.81,0.6,33.47,42.34,0.0988,77.316,0.1804,0.6718,Average
552,Hyundai Creta,SUV,Petrol,Long (200–400 km),230.56,4.01,57.46,10.49,11.33,0.84,20.35,25.74,0.1116,47.009,0.2039,0.5229,Poor
553,Honda Brio,Hatchback,Diesel,Long (200–400 km),303.82,2.74,110.95,18.36,17.03,-1.33,17.84,20.42,0.0672,47.811,0.1574,0.6222,Average
554,Mercedes C-Class,Luxury,Petrol,Long (200–400 km),397.56,9.61,41.38,10.38,10.28,-0.1,38.67,48.92,0.1231,89.328,0.2247,0.5469,Poor
555,Skoda Rapid,Sedan,Diesel,Medium (50–200 km),127.33,1.11,114.68,17.37,17.93,0.56,7.1,8.13,0.0638,19.028,0.1494,0.7077,Average
556,Toyota Innova,MUV,Petrol,Medium (50–200 km),105.38,0.95,111.08,13.25,13.41,0.16,7.86,9.94,0.0943,18.157,0.1723,0.7034,Average
557,Maruti Alto,Hatchback,Diesel,Long (200–400 km),326.86,3.02,108.28,18.45,17.62,-0.83,18.55,21.23,0.065,49.714,0.1521,0.6438,Average
558,Maruti Ciaz,Sedan,Petrol,Long (200–400 km),215.79,3.43,62.99,15.17,15.0,-0.17,14.39,18.2,0.0843,33.241,0.154,0.5918,Average
559,Maruti Alto,Hatchback,Hybrid,Long (200–400 km),235.8,2.2,106.95,20.43,20.14,-0.29,11.71,14.11,0.0598,23.42,0.0993,0.7357,Average
560,Tata Tiago,Hatchback,Petrol,Long (200–400 km),308.88,6.84,45.16,16.4,14.99,-1.41,20.61,26.07,0.0844,47.609,0.1541,0.5475,Poor
561,Jaguar XF,Luxury,Diesel,Long (200–400 km),313.15,5.12,61.14,13.9,14.52,0.62,21.57,24.69,0.0788,57.808,0.1846,0.7723,Good
562,Jaguar XF,Luxury,Diesel,Long (200–400 km),226.32,3.59,62.98,10.2,9.74,-0.46,23.24,26.6,0.1175,62.283,0.2752,0.5181,Poor
563,Mercedes C-Class,Luxury,Hybrid,Medium (50–200 km),86.38,1.17,74.09,17.94,17.74,-0.2,4.87,5.87,0.068,9.74,0.1128,0.9436,Excellent
564,Maruti Ertiga,MUV,Diesel,Long (200–400 km),393.6,3.41,115.3,16.65,15.52,-1.13,25.36,29.03,0.0738,67.965,0.1727,0.8143,Good
565,Hyundai i20,Hatchback,Diesel,Medium (50–200 km),165.68,2.31,71.88,19.64,20.38,0.74,8.13,9.31,0.0562,21.788,0.1315,0.7445,Average
566,Honda Brio,Hatchback,Hybrid,Medium (50–200 km),67.06,0.82,82.15,24.99,27.37,2.38,2.45,2.95,0.044,4.9,0.0731,1.0,Excellent
567,Toyota Fortuner,SUV,Diesel,Long (200–400 km),227.96,2.19,103.98,13.46,12.84,-0.62,17.75,20.32,0.0891,47.57,0.2087,0.5927,Average
568,Hyundai Verna,Sedan,Petrol,Long (200–400 km),391.52,8.86,44.17,15.82,17.53,1.71,22.33,28.25,0.0722,51.582,0.1317,0.6919,Average
569,Kia Carens,MUV,Diesel,Short (<50 km),46.26,0.56,82.84,15.39,14.15,-1.24,3.27,3.74,0.0808,8.764,0.1895,0.7422,Average
570,MG Hector,SUV,Petrol,Long (200–400 km),269.76,2.29,118.02,14.05,12.85,-1.2,20.99,26.55,0.0984,48.487,0.1797,0.5931,Average
571,Hyundai Verna,Sedan,Diesel,Medium (50–200 km),79.73,0.68,116.98,15.3,15.98,0.68,4.99,5.71,0.0716,13.373,0.1677,0.6305,Average
572,Skoda Rapid,Sedan,Petrol,Very Long (>400 km),460.89,4.1,112.33,14.94,16.04,1.1,28.73,36.35,0.0789,66.366,0.144,0.6331,Average
573,MG Hector,SUV,Hybrid,Long (200–400 km),301.09,3.45,87.31,15.8,15.13,-0.67,19.9,23.98,0.0796,39.8,0.1322,0.6983,Average
574,Maruti Ciaz,Sedan,Diesel,Very Long (>400 km),421.98,6.51,64.79,17.57,17.55,-0.02,24.05,27.53,0.0652,64.454,0.1527,0.6924,Average
575,Toyota Innova,MUV,Diesel,Long (200–400 km),351.12,3.98,88.2,15.16,16.45,1.29,21.34,24.43,0.0696,57.191,0.1629,0.8632,Good
576,BMW 5 Series,Luxury,Hybrid,Very Long (>400 km),456.6,5.03,90.71,16.41,17.95,1.54,25.44,30.65,0.0671,50.88,0.1114,0.9548,Excellent
577,Hyundai i20,Hatchback,Hybrid,Long (200–400 km),275.53,4.29,64.27,24.07,24.6,0.53,11.2,13.49,0.049,22.4,0.0813,0.8988,Good
578,Skoda Rapid,Sedan,Diesel,Medium (50–200 km),146.71,1.98,74.2,17.89,17.1,-0.79,8.58,9.82,0.0669,22.994,0.1567,0.6748,Average
579,Hyundai Verna,Sedan,Hybrid,Medium (50–200 km),106.71,1.35,78.85,21.04,20.21,-0.83,5.28,6.36,0.0596,10.56,0.099,0.7975,Good
580,Mercedes C-Class,Luxury,Petrol,Medium (50–200 km),174.41,2.26,77.24,8.04,7.38,-0.66,23.62,29.88,0.1713,54.562,0.3128,0.3928,Poor
581,Toyota Fortuner,SUV,Diesel,Very Long (>400 km),424.15,5.39,78.63,12.83,12.43,-0.4,34.12,39.05,0.0921,91.442,0.2156,0.5737,Average
582,Maruti Alto,Hatchback,Hybrid,Long (200–400 km),204.11,2.57,79.34,22.39,20.74,-1.65,9.84,11.86,0.0581,19.68,0.0964,0.7578,Good
583,Hyundai Verna,Sedan,Diesel,Long (200–400 km),222.45,3.81,58.38,19.01,20.22,1.21,11.0,12.59,0.0566,29.48,0.1325,0.798,Good
584,Mahindra Marazzo,MUV,Diesel,Long (200–400 km),387.33,5.65,68.5,16.22,16.98,0.76,22.81,26.11,0.0674,61.131,0.1578,0.8909,Good
585,Toyota Fortuner,SUV,Petrol,Medium (50–200 km),53.45,1.2,44.66,12.42,11.45,-0.97,4.67,5.91,0.1106,10.788,0.2018,0.5282,Poor
586,Jaguar XF,Luxury,Hybrid,Long (200–400 km),202.1,1.79,112.87,14.28,13.96,-0.32,14.48,17.45,0.0863,28.96,0.1433,0.7425,Average
587,Kia Carens,MUV,Diesel,Very Long (>400 km),428.25,3.89,110.23,13.24,13.11,-0.13,32.66,37.38,0.0873,87.529,0.2044,0.6879,Average
588,BMW 5 Series,Luxury,Petrol,Long (200–400 km),355.07,3.9,91.05,9.53,9.88,0.35,35.93,45.45,0.128,82.998,0.2338,0.5257,Poor
589,Audi A6,Luxury,Hybrid,Short (<50 km),45.66,0.6,75.66,14.56,16.02,1.46,2.85,3.43,0.0751,5.7,0.1248,0.8523,Good
590,Kia Carens,MUV,Petrol,Very Long (>400 km),409.74,3.75,109.37,12.53,12.11,-0.42,33.83,42.8,0.1045,78.147,0.1907,0.6354,Average
591,Toyota Innova,MUV,Petrol,Very Long (>400 km),443.47,8.57,51.76,13.27,12.73,-0.54,34.84,44.07,0.0994,80.48,0.1815,0.6678,Average
592,Skoda Rapid,Sedan,Petrol,Short (<50 km),23.41,0.22,105.55,15.37,15.82,0.45,1.48,1.87,0.0799,3.419,0.146,0.6242,Average
593,Tata Harrier,SUV,Petrol,Long (200–400 km),264.29,4.03,65.52,11.46,10.48,-0.98,25.22,31.9,0.1207,58.258,0.2204,0.4836,Poor
594,Renault Triber,MUV,Petrol,Medium (50–200 km),80.7,0.75,107.4,14.48,14.89,0.41,5.42,6.86,0.085,12.52,0.1551,0.7811,Good
595,Toyota Innova,MUV,Diesel,Long (200–400 km),282.38,3.77,74.88,16.01,15.25,-0.76,18.52,21.2,0.0751,49.634,0.1758,0.7999,Good
596,Tata Tiago,Hatchback,Diesel,Medium (50–200 km),113.18,1.36,82.93,18.53,17.05,-1.48,6.64,7.6,0.0671,17.795,0.1572,0.6227,Average
597,Honda Brio,Hatchback,Diesel,Long (200–400 km),226.13,2.91,77.66,19.89,21.35,1.46,10.59,12.12,0.0536,28.381,0.1255,0.7801,Good
598,Audi A6,Luxury,Petrol,Medium (50–200 km),60.02,0.53,114.28,8.96,8.83,-0.13,6.8,8.6,0.1433,15.708,0.2617,0.4696,Poor
599,Maruti Swift,Hatchback,Diesel,Very Long (>400 km),414.0,7.03,58.91,21.65,20.97,-0.68,19.74,22.59,0.0546,52.903,0.1278,0.7662,Good
600,Tata Harrier,SUV,Petrol,Medium (50–200 km),188.31,2.68,70.14,11.84,11.76,-0.08,16.01,20.25,0.1075,36.983,0.1964,0.5428,Poor
